1.353675232725727197e-05 1.353354618219290003e-05 1.352620371208464157e-05 1.351397503878723580e-05 1.349687330925538717e-05 1.347491689209816542e-05 1.344812934097909657e-05 1.341653934755507329e-05 1.338018068418581112e-05 1.333909213647194830e-05 1.329331742652326112e-05 1.324290512617840382e-05 1.318790856121167566e-05 1.312838570656108985e-05 1.306439907261630439e-05
1.387181057442454512e-05 1.386851102530776004e-05 1.386090491637773114e-05 1.384823726285661087e-05 1.383052183753098917e-05 1.380777788312642950e-05 1.378003007324292262e-05 1.374730846274764640e-05 1.370964842689684622e-05 1.366709059019650904e-05 1.361968074506905875e-05 1.356746975966331511e-05 1.351051347696721489e-05 1.344887260341775997e-05 1.338261258897420470e-05
1.421701621985202120e-05 1.421361949327127420e-05 1.420573870715368323e-05 1.419261369891664868e-05 1.417425890058790223e-05 1.415069447561245254e-05 1.412194627754139752e-05 1.408804579724806170e-05 1.404903009860769722e-05 1.400494174313076226e-05 1.395582870358155239e-05 1.390174426685372163e-05 1.384274692640945637e-05 1.377890026517958615e-05 1.371027282793348753e-05
1.457273578524595882e-05 1.456923792484986471e-05 1.456107089490616167e-05 1.454746927773328859e-05 1.452844820018152682e-05 1.450402879603295320e-05 1.447423816227302878e-05 1.443910930295351222e-05 1.439868106126000238e-05 1.435299803957813030e-05 1.430211050782980508e-05 1.424607430078091971e-05 1.418495070416892170e-05 1.411880633037232701e-05 1.404771298355896167e-05
1.493935122939185911e-05 1.493574808693462478e-05 1.492728268921619202e-05 1.491318428158767130e-05 1.489346872349748950e-05 1.486815817156026168e-05 1.483728103340156597e-05 1.480087190813782093e-05 1.475897151423030176e-05 1.471162660492013553e-05 1.465888987115651449e-05 1.460081983249862710e-05 1.453748071682644589e-05 1.446894232820183598e-05 1.439527990438737781e-05
1.531726069269893686e-05 1.531354791731894186e-05 1.530477144049594387e-05 1.529015508353839570e-05 1.526971547839088805e-05 1.524347586015968512e-05 1.521146601842923833e-05 1.517372223396556394e-05 1.513028720245623202e-05 1.508120994461471065e-05 1.502654570337910942e-05 1.496635582844598470e-05 1.490070764836633848e-05 1.482967433090271809e-05 1.475333473198659406e-05
1.570687928268845349e-05 1.570305230850105202e-05 1.569395142187176109e-05 1.567879492610159921e-05 1.565760026774546188e-05 1.563039181956756582e-05 1.559720082871112013e-05 1.555806534953188983e-05 1.551303016284901362e-05 1.546214668037002770e-05 1.540547283614485054e-05 1.534307296365976749e-05 1.527501766054455110e-05 1.520138364039310015e-05 1.512225357260798476e-05
1.610863989812978315e-05 1.610469393387360020e-05 1.609525465353724803e-05 1.607953474228997833e-05 1.605755250625973300e-05 1.602933351857473878e-05 1.599491056395549408e-05 1.595432356780451138e-05 1.590761951059825239e-05 1.585485232631170271e-05 1.579608278717941066e-05 1.573137837369360570e-05 1.566081313081413168e-05 1.558446751114308168e-05 1.550242820478363109e-05
1.652299410353569108e-05 1.651892411924465220e-05 1.650913177178837696e-05 1.649282402144950141e-05 1.647002008140117192e-05 1.644074679142003601e-05 1.640503855895759442e-05 1.636293728403745559e-05 1.631449226799417638e-05 1.625976010605501359e-05 1.619880456510079455e-05 1.613169644551219720e-05 1.605851342879916507e-05 1.597933991109211916e-05 1.589426682305631250e-05
1.695041304890840245e-05 1.694621376204333442e-05 1.693605294691109546e-05 1.691913172322311390e-05 1.689547026213194928e-05 1.686509674035637231e-05 1.682804727853134233e-05 1.678436586080657612e-05 1.673410423828014336e-05 1.667732181520251077e-05 1.661408551868224446e-05 1.654446965239213070e-05 1.646855573516362920e-05 1.638643232378087880e-05 1.629819482217803546e-05
1.739138843973509261e-05 1.738705430211831481e-05 1.737650885028136667e-05 1.735894724118773860e-05 1.733439065705219236e-05 1.730286868692109675e-05 1.726441925991638199e-05 1.721908856102397816e-05 1.716693092793554278e-05 1.710800873031351278e-05 1.704239223146015823e-05 1.697015943323998844e-05 1.689139590446527619e-05 1.680619459293108487e-05 1.671465562304833328e-05
1.784643356493414618e-05 1.784195874560563213e-05 1.783101167747437566e-05 1.781278142121948423e-05 1.778729022760894824e-05 1.775456917703742754e-05 1.771465810931908193e-05 1.766760553377446139e-05 1.761346851976602595e-05 1.755231256862452790e-05 1.748421146685945227e-05 1.740924712103558835e-05 1.732750937576346418e-05 1.723909581455736049e-05 1.714411154426257624e-05
1.831608437676111070e-05 1.831146274785651083e-05 1.830009622674468256e-05 1.828116763617370391e-05 1.825470035569022896e-05 1.822072704169004051e-05 1.817928955257103738e-05 1.813043885331989247e-05 1.807423489934193467e-05 1.801074650028428194e-05 1.794005116385906967e-05 1.786223492090538366e-05 1.777739213186947569e-05 1.768562527515861964e-05 1.758704471863610155e-05
1.880090063719136798e-05 1.879612575570075529e-05 1.878432103965523977e-05 1.876466292114639499e-05 1.873717597303146889e-05 1.870189451699609513e-05 1.865886254516634728e-05 1.860813361767670230e-05 1.854977073978862631e-05 1.848384621685013129e-05 1.841044148873329558e-05 1.832964694353282983e-05 1.824156171219754841e-05 1.814629344361880865e-05 1.804395806199119771e-05
1.930146712491433855e-05 1.929653221498697210e-05 1.928426960508838696e-05 1.926384917306542025e-05 1.923529675300611458e-05 1.919864842776005526e-05 1.915395044465223923e-05 1.910125910764187942e-05 1.904064064580892178e-05 1.897217105965056234e-05 1.889593594483784830e-05 1.881203029451669395e-05 1.872055828058274366e-05 1.862163301529660018e-05 1.851537629292713069e-05
1.981839491455538832e-05 1.981329284678793481e-05 1.980055163276636204e-05 1.977933441829216263e-05 1.974966837150616118e-05 1.971159143771529862e-05 1.966515224952887392e-05 1.961041001211673364e-05 1.954743436355504339e-05 1.947630521135715540e-05 1.939711254493061047e-05 1.930995622547505050e-05 1.921494575370196912e-05 1.911220001588892497e-05 1.900184700985803725e-05
2.035232272625266782e-05 2.034704599895014265e-05 2.033380439996801509e-05 2.031175415373745748e-05 2.028092383953571684e-05 2.024135337299100962e-05 2.019309390969350619e-05 2.013620772386817126e-05 2.007076805954264534e-05 1.999685895629041933e-05 1.991457505032428975e-05 1.982402135071242247e-05 1.972531299249301591e-05 1.961857496657791334e-05 1.950394182864605093e-05
